RecordID,EmployeeID,Date,HoursWorked,Project,Task,Location,Billable,Rate,Cost
3865,212,7/16/2025,9,ClientA,sea,Remote,No,30,270
3866,756,11/12/2024,10,clienta,common,Hybrid,Yes,75,750
3867,749,1/31/2024,8,Research,success,Remote,Yes,45,360
3868,844,10/19/2025,9,clienta,attorney,Onsite,No,45,405
3869,551,5/16/2024,8,Internal,meeting,Onsite,Yes,45,360
3870,197,8/3/2025,9,ProjectX,send,Remote,Yes,60,540
3871,655,10/2/2025,10,ClientA,man,Hybrid,Yes,45,450
3872,195,11/26/2024,7,Internal,there,Remote,Yes,45,315
3873,946,10/23/2024,10,Research,traditional,Remote,Yes,45,450
3874,265,12/12/2023,9,CLIENT A,check,Hybrid,No,30,270
3875,130,10/6/2024,9,Internal,such,Onsite,Yes,60,540
3876,824,3/7/2024,9,ProjectX,everything,Onsite,No,60,540
3877,257,8/22/2025,8,clienta,weight,Remote,No,30,240
3878,85,1/27/2024,6,clienta,positive,Remote,Yes,60,360
3879,737,3/21/2025,6,ProjectX,economy,Onsite,Yes,75,450
3880,755,5/25/2024,8,clienta,act,Hybrid,Yes,60,480
3881,1000,4/23/2024,9,CLIENT A,go,Onsite,Yes,45,405
3882,692,11/20/2024,8,CLIENT A,response,Hybrid,Yes,60,480
3883,541,9/25/2025,7,Research,factor,Onsite,No,45,315
3884,125,4/22/2025,8,clienta,building,Onsite,No,60,480
3885,857,12/18/2023,9,clienta,technology,Onsite,Yes,75,675
3886,549,12/9/2024,10,CLIENT A,practice,Hybrid,No,75,750
3887,958,7/31/2024,6,Internal,sometimes,Onsite,No,30,180
3888,388,7/29/2024,7,CLIENT A,week,Remote,Yes,60,420
3889,849,7/2/2024,9,clienta,defense,Remote,No,45,405
3890,984,7/17/2025,9,ProjectX,control,Onsite,No,60,540
3891,490,3/28/2025,9,Research,economy,Onsite,Yes,75,675
3892,265,10/22/2025,10,ProjectX,why,Hybrid,No,75,750
3893,177,6/14/2024,6,clienta,nice,Hybrid,No,30,180
3894,677,2/25/2025,7,Internal,thus,Onsite,Yes,60,420
3895,491,7/20/2025,7,Internal,civil,Onsite,No,75,525
3896,887,9/1/2024,10,Research,community,Onsite,No,45,450
3897,605,4/25/2024,6,Research,seem,Remote,No,45,270
3898,549,7/24/2025,6,Research,never,Remote,No,75,450
3899,581,10/23/2024,10,CLIENT A,test,Hybrid,No,30,300
3900,340,2/12/2024,8,Research,yet,Hybrid,Yes,75,600
3901,495,5/21/2024,9,Internal,morning,Onsite,No,60,540
3902,63,6/26/2024,9,CLIENT A,modern,Hybrid,Yes,30,270
3903,37,8/3/2024,7,ProjectX,something,Hybrid,Yes,30,210
3904,651,4/9/2025,7,Research,guy,Onsite,No,30,210
3905,793,3/10/2025,10,Research,foreign,Remote,Yes,60,600
3906,902,11/26/2023,9,Research,team,Hybrid,Yes,75,675
3907,906,8/3/2024,9,clienta,probably,Onsite,No,60,540
3908,842,8/18/2025,9,ClientA,skill,Onsite,Yes,60,540
3909,435,8/30/2025,8,CLIENT A,no,Remote,No,75,600
3910,177,8/25/2024,9,ProjectX,on,Hybrid,Yes,30,270
3911,254,3/11/2024,7,Internal,almost,Onsite,No,75,525
3912,242,6/1/2024,7,clienta,mother,Remote,Yes,45,315
3913,913,6/2/2024,8,Research,represent,Hybrid,No,60,480
3914,309,7/5/2024,9,Internal,job,Onsite,No,30,270
3915,607,8/20/2024,10,Research,certain,Remote,No,60,600
3916,285,10/15/2024,9,ProjectX,line,Onsite,Yes,30,270
3917,500,1/30/2025,7,CLIENT A,fall,Onsite,Yes,75,525
3918,868,12/16/2024,8,Internal,street,Remote,Yes,30,240
3919,993,10/12/2024,10,ClientA,surface,Hybrid,No,60,600
3920,262,11/20/2024,9,ClientA,land,Remote,No,60,540
3921,559,1/18/2024,8,CLIENT A,place,Hybrid,Yes,60,480
3922,722,8/29/2025,7,ProjectX,stay,Hybrid,Yes,45,315
3923,461,5/29/2025,7,CLIENT A,authority,Hybrid,No,75,525
3924,717,8/14/2024,7,Research,unit,Remote,Yes,60,420
3925,194,1/16/2024,8,ClientA,each,Remote,Yes,60,480
3926,385,12/16/2024,7,CLIENT A,read,Onsite,Yes,30,210
3927,181,1/3/2025,7,ProjectX,create,Onsite,No,60,420
3928,346,10/12/2025,8,ClientA,grow,Remote,Yes,30,240
3929,674,10/8/2025,9,ProjectX,scientist,Onsite,No,45,405
3930,29,9/3/2024,8,ClientA,available,Remote,Yes,45,360
3931,453,10/6/2025,7,Internal,nature,Hybrid,Yes,30,210
3932,925,2/24/2025,8,CLIENT A,direction,Remote,No,45,360
3933,416,9/15/2025,6,Internal,city,Hybrid,No,60,360
3934,285,10/23/2025,7,Research,management,Onsite,No,75,525
3935,19,8/19/2024,6,CLIENT A,edge,Hybrid,Yes,30,180
3936,1,6/19/2024,10,ProjectX,institution,Hybrid,Yes,60,600
3937,665,5/2/2025,7,Research,take,Hybrid,No,60,420
3938,409,6/24/2024,8,CLIENT A,star,Remote,Yes,30,240
3939,789,12/2/2024,9,Research,person,Remote,No,30,270
3940,921,10/8/2025,6,clienta,learn,Onsite,No,75,450
3941,406,8/24/2025,10,Research,station,Onsite,Yes,45,450
3942,817,9/29/2025,10,Internal,less,Onsite,No,45,450
3943,154,3/27/2024,8,Research,hair,Remote,No,60,480
3944,547,3/27/2024,6,clienta,skill,Hybrid,No,60,360
3945,58,5/23/2025,6,Internal,save,Remote,Yes,60,360
3946,508,11/15/2024,9,CLIENT A,order,Onsite,No,30,270
3947,320,1/30/2025,6,Internal,bit,Hybrid,Yes,75,450
3948,606,2/26/2024,10,CLIENT A,themselves,Onsite,No,30,300
3949,903,7/25/2025,9,CLIENT A,way,Hybrid,Yes,30,270
3950,81,12/7/2023,6,ProjectX,but,Onsite,No,30,180
3951,115,1/5/2025,8,CLIENT A,western,Hybrid,Yes,75,600
3952,459,12/7/2024,9,ProjectX,TRUE,Remote,Yes,45,405
3953,943,7/16/2025,8,Internal,officer,Onsite,Yes,45,360
3954,479,2/16/2025,9,ClientA,walk,Onsite,Yes,60,540
3955,129,9/22/2024,8,Internal,attorney,Onsite,No,75,600
3956,812,6/29/2024,8,CLIENT A,hour,Remote,No,45,360
3957,983,5/16/2024,6,ProjectX,often,Remote,No,60,360
3958,89,10/24/2024,7,Research,message,Hybrid,No,60,420
3959,69,6/26/2025,9,ProjectX,stage,Onsite,Yes,45,405
3960,484,8/13/2025,7,clienta,job,Hybrid,Yes,30,210
3961,138,6/8/2024,8,ProjectX,along,Remote,No,30,240
3962,310,8/9/2025,10,ProjectX,individual,Remote,No,75,750
3963,19,6/20/2024,9,Research,require,Hybrid,No,75,675
3964,431,12/14/2023,9,Research,during,Onsite,No,60,540
3965,317,11/4/2025,6,ClientA,accept,Remote,No,30,180
3966,885,2/18/2025,8,Internal,big,Onsite,Yes,60,480
3967,461,1/10/2025,7,CLIENT A,future,Hybrid,Yes,75,525
3968,644,5/31/2025,10,ClientA,section,Onsite,Yes,60,600
3969,250,10/3/2024,10,clienta,key,Hybrid,No,75,750
3970,462,11/28/2023,6,CLIENT A,sound,Hybrid,No,60,360
3971,288,11/28/2024,9,CLIENT A,prevent,Remote,Yes,30,270
3972,689,9/15/2025,7,ClientA,positive,Remote,No,75,525
3973,797,6/5/2024,6,Internal,air,Remote,No,60,360
3974,506,10/4/2025,6,ProjectX,professional,Onsite,No,60,360
3975,210,2/22/2025,9,clienta,brother,Onsite,Yes,75,675
3976,232,12/9/2023,6,ClientA,can,Onsite,No,75,450
3977,568,3/7/2024,10,Research,agency,Onsite,Yes,60,600
3978,191,8/17/2024,9,Research,director,Remote,Yes,30,270
3979,94,12/5/2023,8,Research,home,Remote,No,45,360
3980,416,6/29/2025,6,CLIENT A,discuss,Onsite,Yes,45,270
3981,46,10/27/2024,7,Internal,industry,Remote,Yes,75,525
3982,781,5/20/2025,10,clienta,camera,Onsite,Yes,30,300
3983,134,6/16/2024,8,CLIENT A,usually,Onsite,Yes,45,360
3984,380,2/27/2024,9,Internal,story,Remote,Yes,45,405
3985,147,2/13/2025,6,ProjectX,if,Remote,Yes,45,270
3986,892,6/2/2024,9,ClientA,rock,Onsite,Yes,75,675
3987,916,1/6/2024,6,ProjectX,hear,Onsite,Yes,60,360
3988,903,10/25/2025,8,CLIENT A,surface,Remote,Yes,75,600
3989,433,10/19/2024,8,CLIENT A,ago,Hybrid,Yes,30,240
3990,783,7/17/2024,7,Research,eight,Remote,Yes,60,420
3991,16,1/30/2024,10,clienta,himself,Onsite,No,45,450
3992,494,9/4/2024,9,Research,land,Hybrid,Yes,45,405
3993,550,11/17/2023,10,Research,series,Remote,No,75,750
3994,481,8/6/2024,10,clienta,certainly,Remote,Yes,75,750
3995,818,1/28/2025,8,Internal,issue,Hybrid,Yes,45,360
3996,409,7/17/2025,10,ClientA,remain,Remote,No,45,450
3997,851,1/28/2024,6,Research,hotel,Hybrid,No,60,360
3998,157,3/24/2025,10,ClientA,feel,Hybrid,Yes,45,450
3999,518,11/12/2024,7,Research,unit,Hybrid,Yes,45,315
4000,650,3/27/2025,8,ProjectX,strong,Remote,Yes,60,480
4001,310,10/17/2024,7,clienta,event,Onsite,Yes,60,420
4002,239,7/7/2025,9,ProjectX,ready,Onsite,Yes,45,405
4003,606,10/7/2024,8,ClientA,place,Hybrid,Yes,75,600
4004,69,12/23/2023,6,clienta,campaign,Onsite,No,60,360
4005,631,10/12/2024,6,Internal,sometimes,Remote,No,45,270
4006,412,3/4/2025,8,CLIENT A,pick,Onsite,No,30,240
4007,272,12/9/2024,8,CLIENT A,mother,Remote,No,45,360
4008,368,6/3/2024,6,CLIENT A,need,Onsite,Yes,75,450
4009,252,8/23/2024,9,ClientA,make,Hybrid,Yes,75,675
4010,38,4/28/2025,7,ProjectX,return,Onsite,No,60,420
4011,303,11/24/2023,6,Internal,defense,Remote,Yes,45,270
4012,419,12/1/2024,10,Internal,economy,Hybrid,Yes,60,600
4013,743,7/19/2024,9,Research,big,Onsite,No,75,675
4014,609,12/19/2024,7,CLIENT A,front,Remote,No,75,525
4015,992,8/31/2025,9,Research,alone,Hybrid,No,75,675
4016,22,8/19/2024,10,CLIENT A,number,Hybrid,No,75,750
4017,484,2/6/2024,7,clienta,every,Hybrid,No,30,210
4018,126,11/4/2025,10,ProjectX,his,Hybrid,No,75,750
4019,55,10/7/2025,7,Internal,always,Remote,No,75,525
4020,489,5/21/2025,7,ProjectX,first,Onsite,Yes,60,420
4021,831,6/12/2024,7,CLIENT A,son,Remote,No,45,315
4022,937,10/3/2025,7,CLIENT A,news,Remote,Yes,60,420
4023,23,6/10/2024,6,Internal,five,Remote,Yes,60,360
4024,189,5/11/2024,7,ClientA,stop,Remote,Yes,60,420
4025,747,10/24/2025,6,ClientA,strong,Onsite,Yes,75,450
4026,823,5/28/2025,7,CLIENT A,plant,Onsite,No,75,525
4027,270,4/24/2025,6,CLIENT A,performance,Remote,No,30,180
4028,20,12/28/2024,6,CLIENT A,memory,Onsite,Yes,45,270
4029,871,10/4/2024,8,ClientA,even,Hybrid,Yes,75,600
4030,144,2/19/2024,7,ProjectX,data,Remote,Yes,75,525
4031,883,3/22/2024,10,Research,cut,Remote,No,30,300
4032,899,6/7/2025,6,ProjectX,ever,Remote,No,45,270
4033,495,10/13/2025,10,clienta,subject,Hybrid,No,60,600
4034,94,10/3/2025,8,CLIENT A,carry,Onsite,Yes,60,480
4035,692,9/24/2024,10,CLIENT A,would,Onsite,Yes,60,600
4036,418,4/10/2025,8,Research,environmental,Remote,No,30,240
4037,586,3/19/2025,8,Research,box,Onsite,No,45,360
4038,637,2/11/2024,10,CLIENT A,move,Hybrid,Yes,30,300
4039,334,6/16/2025,10,ProjectX,west,Hybrid,No,75,750
4040,516,3/26/2024,7,Internal,Democrat,Remote,No,75,525
4041,269,11/27/2023,8,ProjectX,Congress,Hybrid,No,75,600
4042,888,11/25/2024,6,ProjectX,do,Hybrid,No,75,450
4043,848,2/7/2024,7,Internal,stage,Remote,No,30,210
4044,106,7/22/2024,9,Internal,always,Remote,No,60,540
4045,332,8/24/2024,8,CLIENT A,perhaps,Onsite,Yes,45,360
4046,507,5/4/2025,9,CLIENT A,number,Hybrid,Yes,75,675
4047,841,4/20/2025,9,Research,several,Remote,No,60,540
4048,943,6/15/2024,9,Internal,pattern,Onsite,No,60,540
4049,834,3/3/2024,10,Research,thousand,Onsite,No,60,600
4050,396,5/21/2025,9,ProjectX,that,Onsite,Yes,30,270
4051,592,4/27/2024,8,ClientA,network,Hybrid,No,75,600
4052,492,12/24/2023,10,CLIENT A,even,Hybrid,No,45,450
4053,990,6/21/2025,9,Internal,another,Remote,No,45,405
4054,624,9/26/2024,6,clienta,easy,Onsite,Yes,60,360
4055,615,11/20/2023,7,Internal,baby,Hybrid,No,75,525
4056,524,8/27/2024,6,CLIENT A,lawyer,Remote,No,75,450
4057,313,4/14/2025,9,clienta,decide,Remote,Yes,45,405
4058,546,4/27/2024,8,ProjectX,beat,Hybrid,Yes,60,480
4059,600,5/18/2025,7,clienta,job,Remote,Yes,30,210
4060,843,2/8/2024,6,Internal,out,Onsite,No,30,180
4061,47,11/11/2024,10,CLIENT A,not,Remote,No,45,450
4062,230,1/28/2024,9,clienta,operation,Remote,Yes,75,675
4063,422,10/25/2024,10,Research,serious,Onsite,Yes,60,600
4064,556,11/19/2023,9,clienta,image,Hybrid,Yes,30,270
4065,23,8/12/2024,6,ClientA,mother,Onsite,Yes,60,360
4066,434,5/2/2024,10,ClientA,great,Hybrid,No,75,750
4067,900,5/8/2025,9,Research,figure,Remote,No,60,540
4068,65,5/10/2024,10,CLIENT A,long,Hybrid,No,45,450
4069,560,8/21/2024,8,Research,performance,Remote,No,45,360
4070,341,2/26/2024,7,clienta,especially,Hybrid,No,60,420
4071,179,7/4/2024,7,ProjectX,boy,Hybrid,Yes,45,315
4072,679,8/24/2025,8,Internal,other,Hybrid,No,45,360
4073,19,11/3/2025,8,CLIENT A,control,Hybrid,No,45,360
4074,898,2/24/2024,8,Internal,color,Remote,No,75,600
4075,924,12/30/2023,6,ClientA,feeling,Hybrid,Yes,75,450
4076,367,2/9/2024,8,clienta,perhaps,Hybrid,No,30,240
4077,617,7/18/2024,9,ProjectX,people,Remote,No,30,270
4078,251,8/15/2024,6,ProjectX,feel,Hybrid,No,60,360
4079,77,1/13/2024,6,clienta,better,Onsite,Yes,75,450
4080,928,12/8/2023,9,ProjectX,affect,Remote,No,75,675
4081,91,12/17/2023,9,ClientA,still,Hybrid,Yes,60,540
4082,358,5/7/2025,10,Internal,turn,Onsite,Yes,75,750
4083,689,12/26/2024,8,ClientA,new,Remote,Yes,30,240
4084,907,11/26/2023,10,CLIENT A,performance,Remote,No,45,450
4085,915,5/1/2025,7,CLIENT A,factor,Remote,No,75,525
4086,781,4/10/2024,7,Research,career,Remote,Yes,75,525
4087,7,7/9/2025,8,ProjectX,sell,Hybrid,Yes,30,240
4088,715,4/19/2025,8,CLIENT A,result,Onsite,No,45,360
4089,196,3/11/2025,8,ProjectX,TRUE,Hybrid,Yes,75,600
4090,947,9/20/2025,10,clienta,one,Hybrid,Yes,60,600
4091,733,9/29/2024,9,clienta,nor,Remote,Yes,75,675
4092,299,11/2/2024,8,Research,state,Remote,No,60,480
4093,187,2/27/2025,9,Internal,treat,Onsite,No,45,405
4094,363,10/23/2025,9,ProjectX,individual,Remote,Yes,75,675
4095,947,4/19/2024,8,Research,around,Hybrid,Yes,60,480
4096,181,11/19/2023,10,Research,field,Remote,Yes,75,750
4097,848,6/2/2024,9,Research,phone,Onsite,No,30,270
4098,642,7/22/2025,8,CLIENT A,economic,Remote,No,45,360
4099,416,2/27/2025,10,ClientA,staff,Remote,No,60,600
4100,149,1/27/2024,8,clienta,upon,Hybrid,Yes,75,600
4101,523,4/2/2024,9,clienta,member,Remote,Yes,75,675
4102,628,7/14/2024,8,Research,standard,Onsite,Yes,60,480
4103,989,4/19/2024,9,ProjectX,common,Remote,Yes,75,675
4104,862,9/24/2024,6,CLIENT A,five,Hybrid,No,45,270
4105,1000,8/16/2024,7,clienta,likely,Onsite,Yes,60,420
4106,786,9/4/2025,8,ClientA,member,Remote,Yes,75,600
4107,451,10/22/2024,6,Research,color,Remote,No,75,450
4108,561,2/11/2025,9,CLIENT A,history,Hybrid,Yes,45,405
4109,290,3/12/2024,7,ClientA,hand,Hybrid,No,60,420
4110,938,5/9/2025,10,clienta,by,Remote,No,45,450
4111,74,1/13/2024,9,ProjectX,remember,Onsite,Yes,75,675
4112,398,10/14/2024,8,ClientA,claim,Hybrid,No,75,600
4113,265,3/26/2025,7,Internal,billion,Remote,No,45,315
4114,435,9/13/2024,7,clienta,number,Onsite,No,30,210
4115,38,5/30/2025,8,Research,out,Onsite,No,30,240
4116,822,9/5/2024,8,clienta,forward,Onsite,No,45,360
4117,631,10/3/2024,6,ProjectX,message,Hybrid,No,45,270
4118,376,6/19/2024,6,ClientA,thank,Remote,Yes,60,360
4119,905,7/11/2024,10,Internal,put,Remote,No,30,300
4120,912,2/11/2024,10,clienta,anything,Onsite,No,75,750
4121,485,3/18/2024,6,CLIENT A,more,Hybrid,Yes,30,180
4122,143,7/26/2025,6,Internal,still,Hybrid,Yes,60,360
4123,846,11/23/2024,9,Research,approach,Onsite,No,45,405
4124,522,7/18/2025,9,clienta,other,Hybrid,No,30,270
4125,245,4/16/2024,6,ProjectX,look,Remote,Yes,45,270
4126,949,11/17/2024,7,Research,out,Hybrid,Yes,30,210
4127,499,4/24/2024,8,clienta,others,Remote,Yes,45,360
4128,656,10/25/2025,10,CLIENT A,live,Remote,No,60,600
4129,800,12/13/2023,6,Research,part,Remote,Yes,60,360
4130,577,12/6/2023,9,ProjectX,able,Hybrid,Yes,60,540
4131,569,4/23/2025,6,Internal,option,Onsite,No,45,270
4132,672,1/11/2025,10,CLIENT A,would,Onsite,Yes,75,750
4133,621,5/14/2024,9,CLIENT A,short,Remote,No,60,540
4134,323,3/24/2024,7,Research,they,Remote,Yes,75,525
4135,258,2/11/2025,10,clienta,activity,Onsite,No,45,450
4136,56,8/14/2025,9,clienta,go,Hybrid,Yes,30,270
4137,861,7/29/2025,8,clienta,level,Hybrid,No,45,360
4138,826,2/5/2024,10,ClientA,newspaper,Hybrid,Yes,60,600
4139,783,3/27/2025,6,Internal,drug,Onsite,Yes,60,360
4140,363,1/31/2024,7,Research,physical,Hybrid,No,30,210
4141,179,8/28/2024,10,Research,certain,Onsite,Yes,75,750
4142,175,9/7/2024,9,CLIENT A,should,Hybrid,No,30,270
4143,290,4/15/2024,9,CLIENT A,staff,Remote,No,45,405
4144,706,11/29/2023,6,ProjectX,arm,Onsite,Yes,45,270
4145,771,8/16/2024,7,Research,car,Hybrid,No,60,420
4146,198,4/22/2025,9,clienta,answer,Onsite,No,45,405
4147,422,5/6/2025,7,CLIENT A,show,Remote,No,60,420
4148,189,5/31/2024,10,CLIENT A,civil,Hybrid,No,60,600
4149,869,6/24/2024,6,clienta,must,Onsite,Yes,75,450
4150,121,6/23/2025,9,clienta,student,Remote,Yes,30,270
4151,460,8/27/2024,10,CLIENT A,including,Remote,Yes,45,450
4152,11,3/17/2024,8,Research,much,Onsite,No,30,240
4153,186,3/19/2025,9,clienta,wind,Onsite,No,75,675
4154,206,7/19/2024,7,CLIENT A,never,Remote,Yes,30,210
4155,430,3/2/2025,10,Internal,couple,Onsite,Yes,75,750
4156,436,4/27/2024,10,Internal,poor,Onsite,No,45,450
4157,637,6/17/2024,9,clienta,forget,Remote,Yes,45,405
4158,896,9/27/2024,10,Research,every,Hybrid,Yes,60,600
4159,814,8/26/2025,9,CLIENT A,its,Onsite,Yes,30,270
4160,667,2/21/2024,6,ProjectX,across,Remote,Yes,60,360
4161,186,11/19/2024,10,ProjectX,writer,Remote,No,75,750
4162,582,4/16/2025,7,Internal,century,Onsite,No,60,420
4163,150,10/8/2024,10,ProjectX,technology,Hybrid,Yes,45,450
4164,802,3/28/2024,8,Internal,cause,Remote,No,60,480
4165,569,11/12/2024,9,Internal,western,Remote,No,30,270
4166,35,2/22/2025,6,ProjectX,could,Hybrid,No,60,360
4167,946,9/18/2024,6,Research,story,Hybrid,No,75,450
4168,910,1/25/2024,7,clienta,for,Remote,No,30,210
4169,786,8/25/2024,6,Internal,well,Hybrid,No,45,270
4170,370,3/21/2024,9,ProjectX,believe,Remote,Yes,75,675
4171,623,3/19/2024,9,CLIENT A,line,Onsite,Yes,30,270
4172,349,1/25/2024,7,Research,baby,Hybrid,No,45,315
4173,180,4/12/2025,6,ClientA,light,Hybrid,No,45,270
4174,185,1/9/2025,8,ProjectX,finish,Onsite,No,60,480
4175,89,4/23/2025,10,Research,throughout,Remote,Yes,45,450
4176,130,6/23/2025,7,Internal,case,Onsite,Yes,30,210
4177,515,2/18/2025,10,ProjectX,somebody,Remote,No,30,300
4178,530,9/20/2024,9,ProjectX,itself,Remote,Yes,75,675
4179,230,11/24/2024,7,Internal,whole,Hybrid,Yes,45,315
4180,251,1/30/2025,10,clienta,become,Hybrid,No,60,600
4181,277,5/6/2025,6,Internal,focus,Hybrid,Yes,60,360
4182,980,6/26/2024,9,clienta,none,Onsite,No,75,675
4183,425,9/13/2024,6,clienta,movement,Hybrid,Yes,30,180
4184,997,11/22/2023,9,CLIENT A,seem,Onsite,Yes,75,675
4185,104,2/4/2025,8,CLIENT A,professional,Hybrid,Yes,75,600
4186,445,5/25/2024,9,clienta,four,Remote,Yes,30,270
4187,109,9/21/2025,10,Research,issue,Onsite,No,60,600
4188,247,6/1/2024,9,Internal,people,Remote,Yes,45,405
4189,570,9/5/2025,8,clienta,community,Remote,Yes,45,360
4190,199,7/24/2025,7,Internal,sit,Onsite,Yes,45,315
4191,240,6/30/2025,6,Internal,father,Hybrid,No,45,270
4192,950,2/10/2025,8,ProjectX,special,Hybrid,Yes,30,240
4193,895,2/20/2025,7,Research,perhaps,Hybrid,No,30,210
4194,968,2/25/2025,7,Internal,list,Remote,Yes,45,315
4195,332,3/17/2025,9,ProjectX,class,Hybrid,Yes,75,675
4196,923,5/21/2024,6,CLIENT A,west,Remote,Yes,45,270
4197,405,6/14/2025,6,Research,husband,Hybrid,Yes,45,270
4198,856,2/22/2025,9,clienta,between,Remote,No,45,405
4199,441,8/29/2025,8,ProjectX,feel,Onsite,Yes,60,480
4200,180,8/15/2025,8,CLIENT A,poor,Remote,Yes,75,600
4201,645,12/29/2024,8,CLIENT A,I,Hybrid,Yes,30,240
4202,74,12/30/2024,8,ClientA,mouth,Hybrid,No,45,360
4203,943,5/11/2025,8,clienta,red,Onsite,Yes,75,600
4204,793,3/23/2024,8,ClientA,growth,Onsite,No,60,480
4205,43,1/8/2024,7,Research,too,Remote,No,60,420
4206,295,8/20/2024,10,Internal,moment,Hybrid,No,60,600
4207,436,2/18/2024,8,ProjectX,let,Remote,No,60,480
4208,313,4/15/2024,9,ClientA,consider,Remote,Yes,30,270
4209,922,5/30/2025,6,Research,occur,Remote,No,75,450
4210,271,5/16/2024,10,ClientA,world,Remote,Yes,75,750
4211,916,4/27/2025,7,Internal,sure,Remote,No,60,420
4212,66,10/25/2025,8,CLIENT A,can,Hybrid,Yes,30,240
4213,602,6/14/2024,10,Research,address,Onsite,Yes,45,450
4214,335,12/12/2023,6,Research,indicate,Remote,No,45,270
4215,915,10/22/2024,10,Internal,at,Remote,Yes,60,600
4216,698,12/3/2023,9,CLIENT A,above,Hybrid,Yes,60,540
4217,929,1/25/2024,9,ClientA,worry,Hybrid,No,60,540
4218,993,2/4/2024,6,ProjectX,show,Onsite,Yes,60,360
4219,233,5/24/2024,7,ClientA,she,Hybrid,No,45,315
4220,476,5/8/2025,10,Internal,success,Onsite,No,60,600
4221,999,8/13/2024,9,clienta,coach,Remote,Yes,45,405
4222,716,5/14/2025,10,Internal,home,Remote,No,75,750
4223,799,6/19/2024,6,CLIENT A,believe,Remote,Yes,60,360
4224,878,2/16/2024,8,ClientA,either,Onsite,Yes,30,240
4225,246,2/27/2025,10,ClientA,television,Onsite,No,60,600
4226,354,3/23/2025,10,clienta,focus,Remote,Yes,45,450
4227,300,4/22/2024,10,ProjectX,however,Hybrid,Yes,45,450
4228,451,4/22/2025,8,clienta,speech,Remote,Yes,30,240
4229,252,8/19/2024,10,ProjectX,color,Onsite,Yes,45,450
4230,605,2/26/2025,7,clienta,population,Hybrid,Yes,60,420
4231,286,10/2/2025,8,CLIENT A,wish,Hybrid,No,75,600
4232,128,10/27/2024,8,CLIENT A,health,Remote,Yes,30,240
4233,162,10/28/2025,8,Internal,only,Remote,No,30,240
4234,324,3/20/2025,8,Internal,Mrs,Onsite,Yes,60,480
4235,863,9/17/2025,10,CLIENT A,skill,Onsite,Yes,30,300
4236,985,3/28/2025,7,ProjectX,either,Onsite,No,45,315
4237,677,2/1/2025,6,clienta,painting,Hybrid,No,45,270
4238,367,9/24/2024,8,CLIENT A,if,Remote,Yes,60,480
4239,48,10/20/2024,9,clienta,all,Hybrid,Yes,75,675
4240,371,11/25/2023,7,clienta,less,Onsite,No,60,420
4241,131,4/13/2025,8,ClientA,morning,Onsite,Yes,30,240
4242,853,5/23/2025,6,ClientA,nothing,Onsite,No,60,360
4243,399,12/9/2024,6,ProjectX,explain,Remote,No,30,180
4244,594,4/13/2024,7,ClientA,response,Onsite,Yes,60,420
4245,773,4/16/2024,10,CLIENT A,century,Onsite,No,60,600
4246,99,8/12/2024,8,Research,all,Onsite,No,60,480
4247,338,2/15/2025,10,CLIENT A,good,Remote,No,60,600
4248,444,4/17/2025,8,ClientA,method,Onsite,Yes,60,480
4249,604,2/17/2025,6,ProjectX,year,Hybrid,Yes,75,450
4250,805,7/1/2024,9,ClientA,perform,Onsite,Yes,45,405
4251,755,10/20/2024,8,ClientA,almost,Onsite,No,75,600
4252,632,1/2/2024,6,clienta,require,Hybrid,Yes,45,270
4253,417,1/20/2024,8,Internal,without,Onsite,No,45,360
4254,826,3/4/2025,7,Research,process,Onsite,Yes,45,315
4255,894,11/12/2023,10,ProjectX,father,Onsite,No,75,750
4256,38,5/20/2024,8,clienta,reflect,Remote,No,75,600
4257,435,7/16/2025,6,Internal,produce,Hybrid,Yes,30,180
4258,977,10/19/2024,6,ProjectX,authority,Remote,Yes,45,270
4259,9,11/25/2023,8,ClientA,threat,Remote,Yes,60,480
4260,65,1/3/2024,10,ClientA,discussion,Onsite,No,30,300
4261,66,5/6/2025,10,ClientA,turn,Remote,Yes,60,600
4262,65,7/7/2025,7,Research,professor,Hybrid,Yes,30,210
4263,101,12/20/2024,10,Research,large,Onsite,No,75,750
4264,552,7/1/2025,7,clienta,sure,Hybrid,Yes,30,210
4265,708,4/13/2024,10,CLIENT A,team,Hybrid,No,45,450
4266,146,1/27/2025,10,Research,apply,Onsite,No,45,450
4267,852,6/6/2025,8,Research,out,Hybrid,Yes,30,240
4268,53,4/5/2024,6,Research,during,Remote,No,75,450
4269,484,2/15/2024,8,ProjectX,since,Remote,No,75,600
4270,243,7/20/2025,6,ClientA,your,Hybrid,Yes,30,180
4271,666,8/9/2024,8,Research,until,Onsite,Yes,75,600
4272,719,1/15/2025,7,ProjectX,brother,Remote,Yes,60,420
4273,7,4/16/2024,6,ProjectX,step,Remote,Yes,60,360
4274,361,4/12/2025,7,ClientA,audience,Onsite,Yes,30,210
4275,266,1/19/2024,10,Internal,effort,Remote,Yes,45,450
4276,732,7/20/2024,7,CLIENT A,serious,Hybrid,Yes,60,420
4277,850,6/23/2025,6,ProjectX,win,Remote,No,60,360
4278,829,12/29/2024,9,CLIENT A,indicate,Hybrid,Yes,60,540
4279,810,9/2/2025,7,Internal,often,Onsite,Yes,30,210
4280,65,2/29/2024,9,CLIENT A,television,Hybrid,Yes,45,405
